key,Customer Age,Quantity,Revenue,Cost,Unit Price,Unit Cost,Profit Margin
30.0_F_France_Val d'Oise,30.0,117.0,18137.0,14873.0,185.0948276034483,154.5803448275862,0.13090951829885253
30.0_F_France_Yveline,30.0,12.0,6267.0,6038.0,764.3333332857144,690.7614285714286,0.11691733056570754
30.0_F_Germany_Bayern,30.0,35.0,19154.0,15556.0,594.4509803529412,481.98,0.2140303294869607
30.0_F_Germany_Brandenburg,30.0,4.0,4411.0,3294.0,1193.1666665,852.335,0.27635748140713823
30.0_F_Germany_Hamburg,30.0,49.0,16650.0,13228.0,367.9545454090909,295.89363636363635,0.25177579306065073
30.0_F_Germany_Hessen,30.0,69.0,34462.0,28034.0,520.98958334375,415.5309375,0.25264054589728535
30.0_F_Germany_Nordrhein-Westfalen,30.0,64.0,26479.0,20280.0,501.0392156764706,381.12264705882353,0.27522089926486837
30.0_F_Germany_Saarland,30.0,29.0,10383.0,7503.0,531.5111110666667,391.0113333333333,0.2747280335591784
30.0_F_United Kingdom_England,30.0,137.0,46917.0,42882.0,392.13043476811595,361.7971014492754,0.11921457017273163
30.0_F_United States_California,30.0,253.0,76036.0,77757.0,339.9068241653543,344.1467716535433,0.059555781398123744
30.0_F_United States_Oregon,30.0,58.0,11227.0,11194.0,215.1,210.53866666666667,0.09468083226599822
30.0_F_United States_Washington,30.0,120.0,28207.0,27798.0,289.627604171875,289.39578125,0.08751266849211375
30.0_M_France_Essonne,30.0,12.0,11217.0,10461.0,1014.875,917.3125,0.06296936281837928
30.0_M_France_Hauts de Seine,30.0,12.0,4810.0,3544.0,403.7666666,301.4,0.20477698040507564
30.0_M_France_Loiret,30.0,19.0,9137.0,7137.0,567.4629628888889,445.75888888888886,0.14095349062346754
30.0_M_France_Moselle,30.0,4.0,3763.0,2490.0,847.1666666666666,546.5,0.34123096044979045
30.0_M_France_Nord,30.0,54.0,18148.0,16543.0,427.00666667999997,402.3064,0.07489277520973088
30.0_M_France_Seine (Paris),30.0,40.0,17878.0,15206.0,598.3684210526316,496.64894736842103,0.10784793369180203
30.0_M_France_Seine Saint Denis,30.0,38.0,18788.0,19616.0,691.7301587619047,756.4366666666667,-0.006037551194599954
30.0_M_France_Seine et Marne,30.0,3.0,520.0,626.0,230.5,291.5,-0.036048570705793065
30.0_M_France_Somme,30.0,8.0,2049.0,2284.0,280.70833325,333.5,-0.02593530984774321
30.0_M_France_Yveline,30.0,16.0,2672.0,2434.0,154.35714285714286,136.9042857142857,0.10280729017686567
30.0_M_Germany_Bayern,30.0,52.0,25681.0,19758.0,556.84027775,418.00666666666666,0.26995687216830844
30.0_M_Germany_Brandenburg,30.0,7.0,2928.0,2084.0,402.8888886666667,285.5566666666667,0.3072967055531067
30.0_M_Germany_Hamburg,30.0,16.0,4689.0,3837.0,278.2037037777778,230.9811111111111,0.19425911416050598
30.0_M_Germany_Hessen,30.0,65.0,24802.0,18338.0,467.36666660000003,347.133,0.2776626730196573
30.0_M_Germany_Nordrhein-Westfalen,30.0,47.0,23091.0,18062.0,567.2708333333334,447.8258333333333,0.24299669384305903
30.0_M_Germany_Saarland,30.0,64.0,24564.0,18779.0,492.22222227272727,384.49454545454546,0.2703177984317228
30.0_M_United Kingdom_England,30.0,221.0,97485.0,89157.0,548.5371900826447,507.25471074380164,0.1244377551433812
30.0_M_United States_California,30.0,308.0,92459.0,91719.0,365.6090146792453,364.76830188679247,0.06980500739579212
30.0_M_United States_Oregon,30.0,83.0,15418.0,14655.0,209.21759258333336,198.54611111111112,0.10833347813131883
30.0_M_United States_Washington,30.0,143.0,31403.0,30072.0,250.01408447887323,237.72985915492958,0.09344897486677045
31.0_F_France_Essonne,31.0,25.0,8119.0,7321.0,372.6515151818181,333.1363636363636,0.09269683992884704
31.0_F_France_Garonne (Haute),31.0,9.0,2244.0,2401.0,359.36666660000003,361.76599999999996,-0.06092181011549589
31.0_F_France_Hauts de Seine,31.0,15.0,4049.0,3277.0,282.02380942857144,228.1185714285714,0.14270546620469368
31.0_F_France_Nord,31.0,31.0,10160.0,9701.0,361.6309523571428,341.8564285714286,0.09510922367541785
31.0_F_France_Seine (Paris),31.0,88.0,31218.0,28043.0,400.3623188478261,349.4997826086956,0.07232218993506247
31.0_F_France_Seine Saint Denis,31.0,18.0,5129.0,4502.0,364.15,308.466,0.15534885716618124
31.0_F_France_Seine et Marne,31.0,28.0,10628.0,10012.0,455.07142857142856,435.89285714285717,0.1389978297525813
31.0_F_France_Somme,31.0,3.0,560.0,659.0,186.66666666666666,219.66666666666666,-0.07535786622971712
31.0_F_France_Val d'Oise,31.0,4.0,2868.0,2955.0,717.0,738.75,-0.06747654919271645
31.0_F_France_Val de Marne,31.0,11.0,4087.0,3006.0,596.0,421.3883333333333,0.09835248906024696
31.0_F_France_Yveline,31.0,9.0,5261.0,4392.0,733.16666675,655.3325,0.12780124446151125
31.0_F_Germany_Bayern,31.0,27.0,7912.0,5830.0,400.7083333333333,288.56916666666666,0.256637741676969
31.0_F_Germany_Brandenburg,31.0,4.0,1653.0,1240.0,489.5,386.665,0.23324736311785316
31.0_F_Germany_Hamburg,31.0,31.0,18029.0,14589.0,784.4791666875,625.114375,0.23691089763161757
31.0_F_Germany_Hessen,31.0,24.0,8766.0,6991.0,445.0694444166666,351.055,0.2528271347619461
31.0_F_Germany_Nordrhein-Westfalen,31.0,47.0,20367.0,15750.0,533.3863636818182,415.87045454545455,0.24631133733216345
31.0_F_Germany_Saarland,31.0,75.0,28445.0,21318.0,473.7352941176471,354.49470588235295,0.2942911113648134
31.0_F_United Kingdom_England,31.0,244.0,81771.0,77381.0,440.4053672288136,415.52372881355933,0.10959175854574767
31.0_F_United States_California,31.0,395.0,135942.0,129197.0,420.73666667,403.26845000000003,0.1005981083285974
31.0_F_United States_New York,31.0,5.0,1808.0,1841.0,313.4166665,318.5,0.005816244012689986
31.0_F_United States_Oregon,31.0,74.0,25141.0,22760.0,360.21052634210525,326.76736842105265,0.12805490648912246
31.0_F_United States_Washington,31.0,137.0,36403.0,33831.0,312.7661691343283,284.7288059701492,0.11062530727362459
31.0_M_France_Essonne,31.0,35.0,7017.0,5860.0,209.90476192857142,167.9057142857143,0.155818806680686
31.0_M_France_Garonne (Haute),31.0,4.0,605.0,528.0,274.1666665,240.0,0.13800904977375567
31.0_M_France_Hauts de Seine,31.0,31.0,13186.0,12002.0,652.6666666,576.8106666666666,0.11583329326532239
31.0_M_France_Loiret,31.0,12.0,8426.0,7668.0,835.7380952857142,756.8814285714286,-0.016200133781019387
31.0_M_France_Moselle,31.0,9.0,629.0,721.0,63.666666500000005,71.125,-0.027851224735323317
31.0_M_France_Nord,31.0,30.0,11329.0,11338.0,520.3666666,531.0226666666666,-0.0481025843752808
31.0_M_France_Pas de Calais,31.0,2.0,901.0,1065.0,450.5,532.5,-0.18250635756106215
31.0_M_France_Seine (Paris),31.0,94.0,38077.0,38628.0,542.6566666599999,548.3896,0.021277361633581557
31.0_M_France_Seine Saint Denis,31.0,14.0,7271.0,5603.0,690.4375,530.91625,0.1988491936323981
31.0_M_France_Seine et Marne,31.0,7.0,1248.0,1422.0,181.11111100000002,189.10999999999999,0.034549502414850525
31.0_M_France_Somme,31.0,17.0,9844.0,9827.0,735.8333333333334,718.2083333333334,0.004303026594797044
31.0_M_France_Val de Marne,31.0,11.0,3161.0,2889.0,344.4666668,331.268,0.13833081198522829
31.0_M_France_Yveline,31.0,37.0,17132.0,15293.0,609.7719297894737,536.858947368421,0.12152136134022222
31.0_M_Germany_Bayern,31.0,31.0,11606.0,9016.0,439.9166668333333,337.3883333333334,0.2151518081489295
31.0_M_Germany_Hamburg,31.0,31.0,12243.0,10007.0,401.4166666875,324.801875,0.24137135596377735
31.0_M_Germany_Hessen,31.0,39.0,11075.0,8205.0,334.5263158421053,253.7278947368421,0.2807005360926366
31.0_M_Germany_Nordrhein-Westfalen,31.0,27.0,19272.0,14070.0,786.8888888666667,572.5666666666667,0.2602893169561134
31.0_M_Germany_Saarland,31.0,40.0,18164.0,14495.0,565.8095238095239,460.2938095238095,0.22520540920623514
31.0_M_United Kingdom_England,31.0,153.0,50264.0,47886.0,331.5798121830986,311.86140845070423,0.09307941490813455
31.0_M_United States_California,31.0,389.0,134220.0,125689.0,416.6394736894737,390.64731578947374,0.10746334633045167
31.0_M_United States_Minnesota,31.0,6.0,2161.0,1859.0,561.888889,481.89000000000004,0.17315071553949435
31.0_M_United States_Oregon,31.0,72.0,20604.0,19279.0,371.55882352941177,354.1567647058823,0.11216350860070386
31.0_M_United States_Utah,31.0,3.0,1360.0,1267.0,536.25,502.25,0.07086679590141234
31.0_M_United States_Washington,31.0,232.0,84665.0,80836.0,442.1409214065041,425.58804878048784,0.09421842530914733
32.0_F_France_Charente-Maritime,32.0,9.0,3180.0,3289.0,574.875,657.0,0.15101079124168315
32.0_F_France_Essonne,32.0,4.0,2813.0,2810.0,703.25,702.5,0.11304542403222198
32.0_F_France_Garonne (Haute),32.0,2.0,237.0,195.0,118.5,97.5,0.07230806373732497
32.0_F_France_Hauts de Seine,32.0,9.0,2113.0,1653.0,220.91666675,172.875,0.21827790587939194
32.0_F_France_Loir et Cher,32.0,2.0,2967.0,2920.0,1483.5,1460.0,0.10338965896637549
32.0_F_France_Loiret,32.0,3.0,1242.0,1070.0,615.75,530.0,0.09383409383409383
32.0_F_France_Nord,32.0,31.0,6199.0,5378.0,221.6354166875,197.115,0.11856224722736668
32.0_F_France_Pas de Calais,32.0,4.0,1601.0,1288.0,429.0,347.6666666666667,0.2720002014320647
32.0_F_France_Seine (Paris),32.0,32.0,11544.0,10539.0,463.64814816666666,403.6383333333333,0.11581119378869206
32.0_F_France_Seine Saint Denis,32.0,32.0,12529.0,12161.0,428.56862741176474,422.70588235294116,0.09115355294555656
32.0_F_France_Seine et Marne,32.0,4.0,3015.0,2331.0,1221.1666665,955.5,0.23881400904101718
32.0_F_France_Val de Marne,32.0,16.0,4033.0,2926.0,294.29166675,211.77125,0.2119007858246028
32.0_F_France_Yveline,32.0,20.0,6830.0,6485.0,358.90909090909093,310.2572727272727,0.17353188566948113
32.0_F_Germany_Bayern,32.0,29.0,13439.0,10671.0,611.6979166875,494.96875,0.24099624210197562
32.0_F_Germany_Hamburg,32.0,23.0,6166.0,5123.0,306.8787878181818,251.45454545454547,0.26534474215783654
32.0_F_Germany_Hessen,32.0,38.0,15824.0,11937.0,549.4416667,420.1,0.27864989845051685
32.0_F_Germany_Nordrhein-Westfalen,32.0,49.0,13144.0,9788.0,372.11594199999996,279.9486956521739,0.25860325433236997
32.0_F_Germany_Saarland,32.0,28.0,9487.0,8210.0,455.17948707692307,394.2692307692308,0.2304785691127182
32.0_F_United Kingdom_England,32.0,169.0,49839.0,44373.0,385.1117423977273,341.00386363636363,0.15196620351341428
32.0_F_United States_California,32.0,333.0,124567.0,118245.0,443.3433133712575,418.7914371257485,0.09414057397249592
32.0_F_United States_Oregon,32.0,63.0,24815.0,23677.0,481.032258032258,459.85483870967744,0.09188946704329846
32.0_F_United States_Washington,32.0,246.0,89425.0,83646.0,433.5375,402.4870833333333,0.10062442242486828
32.0_M_France_Charente-Maritime,32.0,4.0,375.0,326.0,178.5,154.665,0.10456577266922094
32.0_M_France_Essonne,32.0,5.0,527.0,418.0,120.8333335,94.75,0.17338460945331174
32.0_M_France_Hauts de Seine,32.0,10.0,4180.0,3669.0,560.75,496.27833333333336,0.09165133708491856
32.0_M_France_Loiret,32.0,8.0,3120.0,2461.0,569.1,437.866,0.08626089789672668
32.0_M_France_Nord,32.0,16.0,7704.0,7800.0,477.8809522857143,481.78428571428566,-0.12184267402246
32.0_M_France_Seine (Paris),32.0,105.0,29066.0,29901.0,313.09523804081635,334.5677551020408,0.09074798696627566
32.0_M_France_Seine Saint Denis,32.0,30.0,5813.0,4363.0,223.58333335714286,161.07142857142858,0.25324087324985173
32.0_M_France_Seine et Marne,32.0,10.0,3075.0,2868.0,456.1666666666667,421.25,0.030568948442945932
32.0_M_France_Val d'Oise,32.0,6.0,1183.0,930.0,197.1666665,155.0,0.24294560928065423
32.0_M_France_Yveline,32.0,25.0,4318.0,3897.0,211.474359,182.5253846153846,0.1254407035187318
32.0_M_Germany_Bayern,32.0,29.0,9208.0,7604.0,321.41025646153844,259.87076923076927,0.2383898039273127
32.0_M_Germany_Brandenburg,32.0,3.0,50.0,35.0,16.666667,11.67,0.3
32.0_M_Germany_Hamburg,32.0,37.0,11875.0,8959.0,352.5,264.92176470588237,0.2686013350546857
32.0_M_Germany_Hessen,32.0,38.0,11384.0,8939.0,319.7105263157895,252.83368421052631,0.2966784907943859
32.0_M_Germany_Nordrhein-Westfalen,32.0,46.0,19757.0,15309.0,600.0075757727273,477.6209090909091,0.2521264318654289
32.0_M_Germany_Saarland,32.0,41.0,14805.0,11624.0,390.1363636363636,295.07545454545453,0.23733889800318841
32.0_M_United Kingdom_England,32.0,161.0,48331.0,43565.0,322.79471546341466,290.5385365853659,0.13014404977805616
32.0_M_United States_Arizona,32.0,3.0,1949.0,2071.0,649.666667,690.33,-0.06259620318111853
32.0_M_United States_California,32.0,378.0,111168.0,100671.0,364.29736841578944,328.02973684210525,0.1116238366136714
32.0_M_United States_Oregon,32.0,84.0,20314.0,18351.0,308.03100772093023,274.7481395348837,0.1426900939116137
32.0_M_United States_Washington,32.0,195.0,56998.0,50607.0,368.066343038835,326.27349514563105,0.14354687341012184
33.0_F_France_Essonne,33.0,20.0,4771.0,4449.0,342.63888891666664,316.195,0.1016303807983936
33.0_F_France_Garonne (Haute),33.0,10.0,3469.0,2935.0,329.9666666,274.534,0.19223128959648145
33.0_F_France_Hauts de Seine,33.0,33.0,7266.0,6434.0,315.6333333333333,276.63266666666664,0.052413725339401786
33.0_F_France_Loiret,33.0,5.0,987.0,693.0,176.0,126.5,0.21869890782934262
33.0_F_France_Moselle,33.0,7.0,472.0,412.0,87.58333325,78.125,0.12085802389804079
33.0_F_France_Nord,33.0,42.0,12393.0,12937.0,384.8666667,414.0995,0.0322397478251642
33.0_F_France_Seine (Paris),33.0,22.0,10539.0,10223.0,596.9,583.1659999999999,0.14215275708390607
33.0_F_France_Seine Saint Denis,33.0,25.0,10243.0,11285.0,552.0666666666667,609.178,0.05578238052447247
33.0_F_France_Yveline,33.0,19.0,5608.0,4660.0,319.375,282.7075,0.08303021239124242
33.0_F_Germany_Bayern,33.0,18.0,3451.0,2555.0,249.20370377777778,182.53666666666666,0.2818639108961736
33.0_F_Germany_Hamburg,33.0,30.0,13652.0,10961.0,625.03125,509.301875,0.24008640824476998
33.0_F_Germany_Hessen,33.0,17.0,11067.0,9321.0,645.060606090909,543.03,0.23621588045611733
33.0_F_Germany_Nordrhein-Westfalen,33.0,59.0,17605.0,12925.0,319.30357142857144,232.5117857142857,0.3044924210031436
33.0_F_Germany_Saarland,33.0,27.0,5841.0,4676.0,259.00000006666664,205.2,0.2407959955334624
33.0_F_United Kingdom_England,33.0,225.0,70394.0,66168.0,376.8109243529412,353.0333613445378,0.09784851342822277
33.0_F_United States_California,33.0,341.0,112734.0,104313.0,415.7934560368098,383.6125153374233,0.1035473958223578
33.0_F_United States_Oregon,33.0,129.0,50427.0,45888.0,514.6111111,477.05816666666664,0.12524462010056225
33.0_F_United States_Washington,33.0,203.0,64399.0,60530.0,377.8068535794393,358.20252336448596,0.10764124722175117
33.0_M_France_Charente-Maritime,33.0,8.0,867.0,750.0,178.375,157.0825,0.1003968253968254
33.0_M_France_Essonne,33.0,8.0,5941.0,5249.0,1298.08333325,1118.25,0.05764010152094574
33.0_M_France_Hauts de Seine,33.0,13.0,2346.0,2159.0,200.36111116666666,181.33333333333334,0.11942077026141949
33.0_M_France_Moselle,33.0,12.0,5585.0,5676.0,454.5,451.2142857142857,-0.09026264246392843
33.0_M_France_Nord,33.0,14.0,9942.0,8980.0,745.1,668.983,0.09985083696151348
33.0_M_France_Pas de Calais,33.0,3.0,1547.0,1386.0,407.5,359.5,0.23114589505563235
33.0_M_France_Seine (Paris),33.0,28.0,9416.0,9011.0,344.34615392307694,330.28153846153845,0.02275739076218901
33.0_M_France_Seine Saint Denis,33.0,36.0,8970.0,9695.0,301.7549019411765,299.0976470588235,0.07981685704894217
33.0_M_France_Seine et Marne,33.0,4.0,2723.0,2821.0,751.1666666666666,787.3333333333334,-0.03197443365220486
33.0_M_France_Somme,33.0,2.0,574.0,565.0,287.0,282.5,0.0156794425087108
33.0_M_France_Val d'Oise,33.0,4.0,782.0,547.0,379.0,265.165,0.30291182603515043
33.0_M_France_Val de Marne,33.0,9.0,2637.0,2859.0,407.3055555,437.75,-0.0664928228609587
33.0_M_France_Yveline,33.0,20.0,9786.0,8833.0,528.0833333749999,466.54125,-0.004815420958590059
33.0_M_Germany_Bayern,33.0,19.0,5906.0,4588.0,328.6,251.25,0.24034430952972768
33.0_M_Germany_Brandenburg,33.0,3.0,67.0,45.0,26.0,17.5,0.3288288288288288
33.0_M_Germany_Hamburg,33.0,39.0,13119.0,9613.0,414.37719300000003,309.52684210526314,0.28993132298711083
33.0_M_Germany_Hessen,33.0,35.0,19169.0,15345.0,695.21666665,555.6255,0.25680392338894853
33.0_M_Germany_Nordrhein-Westfalen,33.0,45.0,14732.0,10935.0,469.3115941739131,342.9782608695652,0.25607925534542575
33.0_M_Germany_Saarland,33.0,39.0,13456.0,10689.0,363.68333335,286.067,0.2628189627878118
33.0_M_United Kingdom_England,33.0,113.0,25277.0,22182.0,288.39784946774193,256.37887096774193,0.14514193364239109
33.0_M_United States_California,33.0,327.0,117155.0,107762.0,427.6817269036145,395.1584939759036,0.1098105837398019
33.0_M_United States_Oregon,33.0,80.0,16103.0,14503.0,266.8958333,238.29575,0.1300186029478973
33.0_M_United States_Washington,33.0,178.0,54373.0,49291.0,396.1355311428572,360.44494505494504,0.12660228444916058
34.0_F_France_Essonne,34.0,17.0,2689.0,2481.0,149.47916675,133.97875,0.12843779975032116
34.0_F_France_Hauts de Seine,34.0,6.0,929.0,764.0,127.44444433333332,101.55666666666666,0.173966780480865
34.0_F_France_Loiret,34.0,5.0,1607.0,1369.0,329.5,278.16499999999996,0.15111131893138813
34.0_F_France_Nord,34.0,28.0,10109.0,7859.0,450.047619,360.48857142857145,0.2314563855949522
34.0_F_France_Seine (Paris),34.0,17.0,5128.0,4480.0,361.1166667,309.783,0.12429911959112169
34.0_F_France_Seine Saint Denis,34.0,37.0,14086.0,13388.0,400.25,385.1165,0.08380704270375579
34.0_F_France_Val de Marne,34.0,4.0,652.0,480.0,163.0,120.0,0.1775052644617862
34.0_F_France_Yveline,34.0,20.0,9352.0,9788.0,553.9814814444445,610.2222222222222,-0.012555640870891609
34.0_F_Germany_Bayern,34.0,10.0,4691.0,3314.0,469.25,323.25,0.31547154726862653
34.0_F_Germany_Hamburg,34.0,60.0,27337.0,21077.0,520.7988506206897,403.99413793103446,0.26317432864148566
34.0_F_Germany_Hessen,34.0,38.0,25992.0,19865.0,839.7803030454546,646.3409090909091,0.24969520848708343
34.0_F_Germany_Nordrhein-Westfalen,34.0,5.0,901.0,609.0,156.5,105.665,0.3322647527910686
34.0_F_Germany_Saarland,34.0,49.0,20247.0,16084.0,445.4347826086956,349.58652173913043,0.2516992594279213
34.0_F_United Kingdom_England,34.0,268.0,88972.0,83360.0,409.624031,385.5193023255814,0.10893457081748287
34.0_F_United States_California,34.0,323.0,128031.0,119721.0,461.32585468589747,431.3566025641026,0.10323082052114056
34.0_F_United States_Oregon,34.0,100.0,40365.0,38920.0,462.7176870612245,443.28224489795923,0.10651498062893616
34.0_F_United States_Washington,34.0,186.0,55619.0,51846.0,360.65934065934067,334.40648351648355,0.11087788921589548
34.0_M_France_Essonne,34.0,12.0,2525.0,2047.0,213.53333320000002,179.966,0.10472606876497333
34.0_M_France_Garonne (Haute),34.0,4.0,682.0,430.0,336.3333335,211.665,0.3284858853721129
34.0_M_France_Hauts de Seine,34.0,25.0,5605.0,4978.0,250.78571435714284,220.48857142857145,0.16527476740715505
34.0_M_France_Loiret,34.0,9.0,2228.0,1816.0,175.7333334,156.0,-0.06812380563825901
34.0_M_France_Moselle,34.0,8.0,2208.0,2104.0,285.8333335,260.1675,0.031685605764336607
34.0_M_France_Nord,34.0,43.0,14486.0,13203.0,364.95238090476187,315.4761904761905,0.08799612423460938
34.0_M_France_Seine (Paris),34.0,28.0,3493.0,3721.0,127.7820513076923,130.7430769230769,0.009295568474505763
34.0_M_France_Seine Saint Denis,34.0,31.0,6227.0,5048.0,207.2708333125,162.854375,0.14596954308512944
34.0_M_France_Val d'Oise,34.0,3.0,121.0,116.0,40.333333,38.67,0.04132231404958678
34.0_M_France_Yveline,34.0,19.0,3571.0,3262.0,243.791666625,223.60375,0.04199936429279101
34.0_M_Germany_Bayern,34.0,51.0,24189.0,18213.0,517.3717948846154,388.2053846153846,0.2736563853608903
34.0_M_Germany_Brandenburg,34.0,3.0,262.0,179.0,83.5,58.25,0.29605263157894735
34.0_M_Germany_Hamburg,34.0,3.0,1319.0,961.0,439.6666666666667,320.3333333333333,0.2738303363303363
34.0_M_Germany_Hessen,34.0,24.0,14344.0,10893.0,785.5476190714286,606.9521428571428,0.25640240544374115
34.0_M_Germany_Nordrhein-Westfalen,34.0,23.0,8193.0,6401.0,392.8787879090909,305.6963636363636,0.26018339601903256
34.0_M_Germany_Saarland,34.0,61.0,25308.0,18714.0,548.0215053870968,407.22032258064513,0.2769396915261559
34.0_M_United Kingdom_England,34.0,295.0,101771.0,98565.0,387.1307870416667,375.1597916666667,0.09480271143606239
34.0_M_United States_California,34.0,497.0,155374.0,144558.0,366.85685483064515,339.9171370967742,0.11163008757039752
34.0_M_United States_Oregon,34.0,95.0,40172.0,35866.0,489.83660129411766,439.40176470588233,0.13438748800560224
34.0_M_United States_Washington,34.0,132.0,39695.0,36610.0,353.5404040454546,325.56772727272727,0.10855459311205892
35.0_F_France_Charente-Maritime,35.0,1.0,68.0,54.0,68.0,54.0,0.20588235294117646
35.0_F_France_Essonne,35.0,33.0,14994.0,13571.0,527.6666667058823,489.01882352941175,0.03355797958186701
35.0_F_France_Garonne (Haute),35.0,7.0,2635.0,2956.0,600.111111,577.3333333333334,-0.0631283498186207
35.0_F_France_Hauts de Seine,35.0,13.0,2843.0,3175.0,309.8333334285714,342.7857142857143,-0.022039404756873097
35.0_F_France_Nord,35.0,50.0,20195.0,20020.0,493.55555556666667,510.31666666666666,0.04147171953929667
35.0_F_France_Seine (Paris),35.0,39.0,13587.0,11600.0,410.39473689473687,371.39473684210526,0.11171706796672953
35.0_F_France_Seine Saint Denis,35.0,11.0,2434.0,2196.0,298.7222223333333,248.88833333333332,0.14051302184956405
35.0_F_France_Yveline,35.0,17.0,4631.0,4475.0,289.8125,274.72875,0.005285226472552031
35.0_F_Germany_Brandenburg,35.0,5.0,688.0,518.0,219.33333333333334,165.55666666666667,0.2700026903416734
35.0_F_Germany_Hamburg,35.0,9.0,2712.0,2007.0,239.06666660000002,171.36599999999999,0.28054233509620974
35.0_F_Germany_Hessen,35.0,35.0,17976.0,14007.0,695.5,551.3611111111111,0.26853073253206666
35.0_F_Germany_Nordrhein-Westfalen,35.0,14.0,7965.0,6530.0,872.6458333749999,725.1875,0.22391804477192476
35.0_F_Germany_Saarland,35.0,48.0,28026.0,21964.0,709.833333347826,549.3473913043479,0.26113568429740236
35.0_F_United Kingdom_England,35.0,246.0,85672.0,79114.0,476.8089080344828,441.74543103448275,0.1177715393579935
35.0_F_United States_California,35.0,308.0,107488.0,99358.0,482.45206971241834,446.72986928104575,0.11084372901984435
35.0_F_United States_Missouri,35.0,2.0,767.0,665.0,383.5,332.5,0.13298565840938723
35.0_F_United States_Montana,35.0,3.0,1479.0,1340.0,589.5,538.75,0.09890500568828214
35.0_F_United States_Oregon,35.0,72.0,26584.0,24323.0,463.0882352941176,419.59294117647056,0.12514201870258124
35.0_F_United States_Washington,35.0,153.0,52558.0,48763.0,380.8868312962963,348.07592592592596,0.1213400169088132
35.0_M_France_Charente-Maritime,35.0,4.0,1940.0,2083.0,511.0,563.8333333333334,-0.08703032309458725
35.0_M_France_Essonne,35.0,17.0,7571.0,6416.0,591.7833333,507.85,0.0917609116288707
35.0_M_France_Hauts de Seine,35.0,12.0,6464.0,4921.0,719.9166666666666,554.555,0.1530581318691174
35.0_M_France_Loiret,35.0,12.0,5820.0,6578.0,690.1388888333335,769.1666666666666,-0.10316421888605909
35.0_M_France_Nord,35.0,46.0,21239.0,19690.0,550.0705128461539,541.4353846153846,0.07238180706316104
35.0_M_France_Pas de Calais,35.0,12.0,2602.0,2370.0,197.36111116666666,176.83333333333334,0.12891026035234096
35.0_M_France_Seine (Paris),35.0,49.0,12449.0,12943.0,259.2460318095238,277.2142857142857,0.017058819800391527
35.0_M_France_Seine Saint Denis,35.0,57.0,10800.0,9625.0,201.6089743076923,179.04461538461538,0.07967578309463345
35.0_M_France_Seine et Marne,35.0,9.0,3442.0,3437.0,396.9333332,373.8,0.08218153518812583
35.0_M_France_Val d'Oise,35.0,3.0,3174.0,2835.0,1103.0,992.25,0.10269537977810117
35.0_M_France_Val de Marne,35.0,4.0,1289.0,1250.0,330.8333333333333,317.5,0.041257269919724705
35.0_M_France_Yveline,35.0,2.0,74.0,61.0,37.0,30.5,0.1625
35.0_M_Germany_Bayern,35.0,17.0,6535.0,5070.0,355.4666667,271.883,0.268983854003492
35.0_M_Germany_Hamburg,35.0,11.0,1053.0,776.0,171.9333332,128.4,0.26762141711199805
35.0_M_Germany_Hessen,35.0,33.0,5801.0,4288.0,187.65555553333334,136.166,0.2899830417199463
35.0_M_Germany_Nordrhein-Westfalen,35.0,35.0,15292.0,11235.0,610.25,450.425,0.27524886398432463
35.0_M_Germany_Saarland,35.0,38.0,13440.0,10456.0,457.15873014285717,357.87285714285713,0.2654589134222536
35.0_M_United Kingdom_England,35.0,170.0,46962.0,40972.0,340.8113553186813,298.15923076923076,0.14678941667277456
35.0_M_United States_California,35.0,364.0,118707.0,108147.0,388.85714284615386,352.07703296703295,0.11475655369227367
35.0_M_United States_Georgia,35.0,2.0,104.0,85.0,52.0,42.5,0.18269230769230768
35.0_M_United States_Ohio,35.0,5.0,1850.0,1760.0,332.875,313.125,0.10034168458491996
35.0_M_United States_Oregon,35.0,81.0,29361.0,27216.0,450.5125,418.60825000000006,0.12999688964757167
35.0_M_United States_Washington,35.0,187.0,72022.0,66681.0,537.8855218989899,498.1766666666666,0.11986330581989944
36.0_F_France_Essonne,36.0,15.0,6134.0,6405.0,367.91666675,370.81125000000003,-0.018159775709191403
36.0_F_France_Garonne (Haute),36.0,8.0,4341.0,3184.0,553.66666675,408.4175,0.21578388174278681
36.0_F_France_Hauts de Seine,36.0,17.0,6494.0,6417.0,595.2222222222222,590.8333333333334,0.10838077752251624
36.0_F_France_Moselle,36.0,7.0,623.0,635.0,84.77777766666667,87.22333333333334,0.012800709983808575
36.0_F_France_Nord,36.0,9.0,2227.0,2160.0,233.3,228.0,0.011617339176681849
36.0_F_France_Seine (Paris),36.0,35.0,8001.0,6937.0,284.54629627777774,238.05555555555554,0.12283138567621402
36.0_F_France_Seine Saint Denis,36.0,21.0,10480.0,10122.0,650.1666667272727,609.2118181818182,0.10129261656666576
36.0_F_France_Yveline,36.0,12.0,2942.0,3038.0,203.36111100000002,203.63833333333332,0.13544688540453512
36.0_F_Germany_Bayern,36.0,27.0,10194.0,8023.0,421.2023809285715,320.82142857142856,0.2538851945661132
36.0_F_Germany_Brandenburg,36.0,17.0,7171.0,5968.0,368.39583325,300.83375,0.19796569166326855
36.0_F_Germany_Hamburg,36.0,19.0,4227.0,3159.0,226.3500001,167.183,0.28147068129144837
36.0_F_Germany_Hessen,36.0,17.0,6228.0,4747.0,353.6333333,264.05,0.2914257124275683
